municipio,uf,ng
Cruzmaltina,PR,16
Curitiba,PR,14
Curiúva,PR,18
Cândido de Abreu,PR,16
Céu Azul,PR,24
Diamante D’Oeste,PR,24
Diamante do Norte,PR,20
Diamante do Sul,PR,20
Dois Vizinhos,PR,20
Douradina,PR,24
Doutor Camargo,PR,20
Doutor Ulysses,PR,16
Engenheiro Beltrão,PR,20
Entre Rios do Oeste,PR,24
Enéas Marques,PR,20
Esperança Nova,PR,24
Espigão Alto do Iguaçu,PR,20
Farol,PR,16
Faxinal,PR,18
Fazenda Rio Grande,PR,14
Fernandes Pinheiro,PR,12
Figueira,PR,16
Flor da Serra do Sul,PR,22
Floraí,PR,20
Floresta,PR,20
Florestópolis,PR,16
Flórida,PR,18
Formosa do Oeste,PR,20
Foz do Iguaçu,PR,22
Foz do Jordão,PR,18
Francisco Alves,PR,20
Francisco Beltrão,PR,22
Fênix,PR,18
General Carneiro,PR,18
Godoy Moreira,PR,16
Goioerê,PR,18
Goioxim,PR,18
Grandes Rios,PR,16
Guairaçá,PR,18
Guamiranga,PR,12
Guapirama,PR,14
Guaporema,PR,20
Guaraci,PR,16
Guaraniaçu,PR,22
Guarapuava,PR,18
Guaraqueçaba,PR,18
Guaratuba,PR,16
Guaíra,PR,24
Honório Serpa,PR,18
Ibaiti,PR,14
Ibema,PR,18
Ibiporã,PR,14
Icaraíma,PR,24
Iguaraçu,PR,18
Iguatu,PR,20
Imbaú,PR,14
Imbituva,PR,12
Inajá,PR,18
Indianópolis,PR,20
Inácio Martins,PR,16
Ipiranga,PR,12
Iporã,PR,20
Iracema do Oeste,PR,20
Irati,PR,14
Iretama,PR,16
Itaguajé,PR,18
Itaipulândia,PR,22
Itambaracá,PR,16
Itambé,PR,20
Itapejara d’Oeste,PR,20
Itaperuçu,PR,14
Itaúna do Sul,PR,18
Ivaiporã,PR,16
Ivatuba,PR,20
Ivaté,PR,24
Ivaí,PR,12
Jaboti,PR,12
Jacarezinho,PR,16
Jaguapitã,PR,16
Jaguariaíva,PR,14
Jandaia do Sul,PR,18
Janiópolis,PR,18
Japira,PR,12
Japurá,PR,20
Jardim Alegre,PR,16
Jardim Olinda,PR,18
Jataizinho,PR,12
Jesuítas,PR,20
Joaquim Távora,PR,12
Jundiaí do Sul,PR,14
Juranda,PR,20
Jussara,PR,20
Kaloré,PR,16
Lapa,PR,14
Laranjal,PR,20
Laranjeiras do Sul,PR,22
Leópolis,PR,14
Lidianópolis,PR,16
Lindoeste,PR,22
Loanda,PR,20
Lobato,PR,18
Londrina,PR,16
Luiziana,PR,18
Lunardelli,PR,16
Lupionópolis,PR,16
Mallet,PR,16
Mamborê,PR,20
Mandaguari,PR,18
Mandaguaçu,PR,18
Mandirituba,PR,14
Manfrinópolis,PR,22
Mangueirinha,PR,18
Manoel Ribas,PR,16
Marechal Cândido Rondon,PR,24
Maria Helena,PR,24
Marialva,PR,18
Marilena,PR,20
Mariluz,PR,20
Marilândia do Sul,PR,18
Maringá,PR,18
Maripá,PR,24
Mariópolis,PR,18
Marmeleiro,PR,20
Marquinho,PR,18
Marumbi,PR,18
Matelândia,PR,24
Matinhos,PR,14
Mato Rico,PR,18
Mauá da Serra,PR,18
Medianeira,PR,22
Mercedes,PR,24
Mirador,PR,18
Miraselva,PR,14
Missal,PR,22
Moreira Sales,PR,18
Morretes,PR,18
Munhoz de Melo,PR,18
Nossa Senhora das Graças,PR,18
Nova Aliança do Ivaí,PR,18
Nova América da Colina,PR,12
Nova Aurora,PR,20
Nova Cantu,PR,22
Nova Esperança,PR,18
Nova Esperança do Sudoeste,PR,20
Nova Fátima,PR,14
Nova Laranjeiras,PR,22
Nova Londrina,PR,20
Nova Olímpia,PR,20
Nova Prata do Iguaçu,PR,22
Nova Santa Bárbara,PR,12
Nova Santa Rosa,PR,24
Nova Tebas,PR,16
Novo Itacolomi,PR,18
Ortigueira,PR,18
Ourizona,PR,20
Ouro Verde do Oeste,PR,24
Paiçandu,PR,20
Palmas,PR,16
Palmeira,PR,12
Palmital,PR,18
Palotina,PR,24
Paranacity,PR,18
Paranaguá,PR,16
Paranapoema,PR,18
Paranavaí,PR,18
Paraíso do Norte,PR,20
Pato Bragado,PR,24
Pato Branco,PR,20
Paula Freitas,PR,16
Paulo Frontin,PR,16
Peabiru,PR,20
Perobal,PR,22
Pinhais,PR,14
Pinhal de São Bento,PR,22
Pinhalão,PR,14
Pinhão,PR,18
Piraquara,PR,16
Piraí do Sul,PR,14
Pitanga,PR,18
Pitangueiras,PR,14
Piên,PR,14
Planaltina do Paraná,PR,18
Planalto,PR,24
Ponta Grossa,PR,12
Pontal do Paraná,PR,16
Porecatu,PR,16
Porto Amazonas,PR,12
Porto Barreiro,PR,22
Porto Rico,PR,20
Porto Vitória,PR,16
Prado Ferreira,PR,14
Pranchita,PR,22
Presidente Castelo Branco,PR,20
Primeiro de Maio,PR,16
Prudentópolis,PR,16
Pérola,PR,24
Pérola d’Oeste,PR,24
Quarto Centenário,PR,20
Quatiguá,PR,12
Quatro Barras,PR,16
Quatro Pontes,PR,24
Quedas do Iguaçu,PR,22
Querência do Norte,PR,24
Quinta do Sol,PR,20
Quitandinha,PR,14
Ramilândia,PR,22
Rancho Alegre,PR,12
Rancho Alegre d’Oeste,PR,18
Realeza,PR,24
Rebouças,PR,14
Renascença,PR,20
Reserva,PR,16
Reserva do Iguaçu,PR,18
Ribeirão Claro,PR,14
Ribeirão do Pinhal,PR,14
Rio Azul,PR,14
Rio Bom,PR,18
Rio Bonito do Iguaçu,PR,22
Rio Branco do Ivaí,PR,16
Rio Branco do Sul,PR,14
Rio Negro,PR,14
Rolândia,PR,16
Roncador,PR,20
Rondon,PR,20
Rosário do Ivaí,PR,18
Sabáudia,PR,16
Salgado Filho,PR,22
Salto do Itararé,PR,12
Salto do Lontra,PR,20
Santa Amélia,PR,14
Santa Cecília do Pavão,PR,12
Santa Cruz de Monte Castelo,PR,22
Santa Fé,PR,18
Santa Helena,PR,24
Santa Inês,PR,16
Santa Isabel do Ivaí,PR,22
Santa Izabel do Oeste,PR,22
Santa Lúcia,PR,22
Santa Maria do Oeste,PR,18
Santa Mariana,PR,14
Santa Mônica,PR,20
Santa Tereza do Oeste,PR,22
Santa Terezinha de Itaipu,PR,22
Santana do Itararé,PR,12
Santo Antônio da Platina,PR,16
Santo Antônio do Caiuá,PR,18
Santo Antônio do Paraíso,PR,14
Santo Antônio do Sudoeste,PR,22
Santo Inácio,PR,16
Sapopema,PR,18
Sarandi,PR,18
Saudade do Iguaçu,PR,22
Sengés,PR,14
Serranópolis do Iguaçu,PR,24
Sertaneja,PR,14
Sertanópolis,PR,14
Siqueira Campos,PR,12
Sulina,PR,22
São Carlos do Ivaí,PR,20
São Jerônimo da Serra,PR,16
São Jorge do Ivaí,PR,20
São Jorge do Patrocínio,PR,22
São Jorge d’Oeste,PR,22
São José da Boa Vista,PR,12
São José das Palmeiras,PR,24
São José dos Pinhais,PR,16
São João,PR,22
São João do Caiuá,PR,18
São João do Ivaí,PR,16
São João do Triunfo,PR,12
São Manoel do Paraná,PR,20
São Mateus do Sul,PR,14
São Miguel do Iguaçu,PR,22
São Pedro do Iguaçu,PR,24
São Pedro do Ivaí,PR,18
São Pedro do Paraná,PR,20
São Sebastião da Amoreira,PR,12
São Tomé,PR,20
Tamarana,PR,18
Tamboara,PR,18
Tapejara,PR,20
Tapira,PR,22
Teixeira Soares,PR,12
Telêmaco Borba,PR,18
Terra Boa,PR,20
Terra Rica,PR,18
Terra Roxa,PR,24
Tibagi,PR,14
Tijucas do Sul,PR,14
Toledo,PR,24
Tomazina,PR,12
Três Barras do Paraná,PR,20
Tunas do Paraná,PR,16
Tuneiras do Oeste,PR,18
Tupãssi,PR,20
Turvo,PR,16
Ubiratã,PR,22
Umuarama,PR,26
Uniflor,PR,18
União da Vitória,PR,16
Uraí,PR,12
Ventania,PR,16
Vera Cruz do Oeste,PR,22
Verê,PR,20
Virmond,PR,20
Vitorino,PR,18
Wenceslau Braz,PR,12
Xambrê,PR,24
Ângulo,PR,18
Angra dos Reis,RJ,16
Aperibé,RJ,18
Araruama,RJ,14
Areal,RJ,18
Armação dos Búzios,RJ,10
Arraial do Cabo,RJ,6
Barra Mansa,RJ,32
Barra do Piraí,RJ,32
Belford Roxo,RJ,20
Bom Jardim,RJ,22
Bom Jesus do Itabapoana,RJ,14
Cabo Frio,RJ,14
Cachoeiras de Macacu,RJ,22
Cambuci,RJ,18
Campos dos Goytacazes,RJ,16
Cantagalo,RJ,20
Carapebus,RJ,12
Cardoso Moreira,RJ,12
Carmo,RJ,20
Casimiro de Abreu,RJ,20
Comendador Levy Gasparian,RJ,26
Conceição de Macabu,RJ,16
Cordeiro,RJ,20
Duas Barras,RJ,22
Duque de Caxias,RJ,22
Engenheiro Paulo de Frontin,RJ,26
Guapimirim,RJ,22
Iguaba Grande,RJ,10
Itaboraí,RJ,22
Itaguaí,RJ,22
Italva,RJ,12
Itaocara,RJ,18
Itaperuna,RJ,14
Itatiaia,RJ,24
Japeri,RJ,22
Laje do Muriaé,RJ,16
Macaé,RJ,20
Macuco,RJ,20
Magé,RJ,22
Mangaratiba,RJ,16
Maricá,RJ,16
Mendes,RJ,28
Mesquita,RJ,20
Miguel Pereira,RJ,24
Miracema,RJ,16
Natividade,RJ,14
Nilópolis,RJ,20
Niterói,RJ,18
Nova Friburgo,RJ,22
Nova Iguaçu,RJ,22
Paracambi,RJ,24
Paraty,RJ,16
Paraíba do Sul,RJ,26
Paty do Alferes,RJ,22
Petrópolis,RJ,20
Pinheiral,RJ,28
Piraí,RJ,28
Porciúncula,RJ,14
Porto Real,RJ,28
Quatis,RJ,30
Queimados,RJ,20
Quissamã,RJ,10
Resende,RJ,30
Rio Bonito,RJ,20
Rio Claro,RJ,24
Rio das Flores,RJ,30
Rio das Ostras,RJ,16
Rio de Janeiro,RJ,20
Santa Maria Madalena,RJ,16
Santo Antônio de Pádua,RJ,18
Sapucaia,RJ,20
Saquarema,RJ,14
Seropédica,RJ,22
Silva Jardim,RJ,22
Sumidouro,RJ,22
São Fidélis,RJ,16
São Francisco de Itabapoana,RJ,8
São Gonçalo,RJ,20
São José de Ubá,RJ,14
São José do Vale do Rio Preto,RJ,20
São João da Barra,RJ,6
São João de Meriti,RJ,20
São Pedro da Aldeia,RJ,10
São Sebastião do Alto,RJ,18
Tanguá,RJ,20
Teresópolis,RJ,22
Trajano de Moraes,RJ,20
Três Rios,RJ,22
Valença,RJ,30
Varre-Sai,RJ,14
Vassouras,RJ,28
Volta Redonda,RJ,30
Acari,RN,8
Afonso Bezerra,RN,8
Alexandria,RN,6
Almino Afonso,RN,6
Alto do Rodrigues,RN,8
Angicos,RN,8
Antônio Martins,RN,6
Apodi,RN,6
Areia Branca,RN,6
Arês,RN,2
Açu,RN,10
Baraúna,RN,6
Barcelona,RN,2
Baía Formosa,RN,2
Bento Fernandes,RN,2
Bodó,RN,6
Bom Jesus,RN,2
Brejinho,RN,2
Caicó,RN,8
Caiçara do Norte,RN,4
Caiçara do Rio do Vento,RN,4
Campo Grande,RN,6
Campo Redondo,RN,4
Canguaretama,RN,2
Caraúbas,RN,6
Carnaubais,RN,6
Carnaúba dos Dantas,RN,6
Ceará-Mirim,RN,2
Cerro Corá,RN,4
Coronel Ezequiel,RN,4
Coronel João Pessoa,RN,6
Cruzeta,RN,8
Currais Novos,RN,6
Doutor Severiano,RN,6
Encanto,RN,6
Equador,RN,6
Espírito Santo,RN,2
Extremoz,RN,2
Felipe Guerra,RN,6
Fernando Pedroza,RN,6
Florânia,RN,8
Francisco Dantas,RN,6
Frutuoso Gomes,RN,6
Galinhos,RN,4
Goianinha,RN,2
Governador Dix-Sept Rosado,RN,8
Grossos,RN,6
Guamaré,RN,4
Ielmo Marinho,RN,2
Ipanguaçu,RN,10
Ipueira,RN,10
Itajá,RN,10
Itaú,RN,6
Jandaíra,RN,4
Janduís,RN,6
Januário Cicco,RN,2
Japi,RN,2
Jardim de Angicos,RN,4
Jardim de Piranhas,RN,6
Jardim do Seridó,RN,10
Jaçanã,RN,4
José da Penha,RN,6
João Câmara,RN,2
João Dias,RN,6
Jucurutu,RN,8
Jundiá,RN,2
Lagoa Nova,RN,6
Lagoa Salgada,RN,2
Lagoa de Pedras,RN,2
Lagoa de Velhos,RN,2
Lagoa d’Anta,RN,2
Lajes,RN,4
Lajes Pintadas,RN,4
Lucrécia,RN,6
Luís Gomes,RN,6
Macau,RN,6
Macaíba,RN,2
Major Sales,RN,6
Marcelino Vieira,RN,6
Martins,RN,6
Maxaranguape,RN,2
Messias Targino,RN,6
Montanhas,RN,2
Monte Alegre,RN,2
Monte das Gameleiras,RN,2
Mossoró,RN,8
Natal,RN,2
Nova Cruz,RN,2
Nísia Floresta,RN,2
Olho d’Água do Borges,RN,6
Ouro Branco,RN,8
Paraná,RN,6
Parazinho,RN,4
Paraú,RN,8
Parelhas,RN,6
Parnamirim,RN,2
Passa e Fica,RN,2
Passagem,RN,2
Patu,RN,6
Pau dos Ferros,RN,6
Pedra Grande,RN,2
Pedra Preta,RN,4
Pedro Avelino,RN,6
Pedro Velho,RN,2
Pendências,RN,8
Pilões,RN,6
Portalegre,RN,6
Porto do Mangue,RN,4
Poço Branco,RN,2
Pureza,RN,2
Rafael Fernandes,RN,6
Rafael Godeiro,RN,6
Riacho da Cruz,RN,6
Riacho de Santana,RN,6
Riachuelo,RN,2
Rio do Fogo,RN,2
Rodolfo Fernandes,RN,6
Ruy Barbosa,RN,2
Santa Cruz,RN,4
Santa Maria,RN,2
Santana do Matos,RN,8
Santana do Seridó,RN,8
Santo Antônio,RN,2
Senador Elói de Souza,RN,2
Senador Georgino Avelino,RN,2
Serra Caiada,RN,2
Serra Negra do Norte,RN,10
Serra de São Bento,RN,2
Serra do Mel,RN,6
Serrinha,RN,2
Serrinha dos Pintos,RN,6
Severiano Melo,RN,6
São Bento do Norte,RN,4
São Bento do Trairí,RN,2
São Fernando,RN,6
São Francisco do Oeste,RN,6
São Gonçalo do Amarante,RN,2
São José de Mipibu,RN,2
São José do Campestre,RN,2
São José do Seridó,RN,10
São João do Sabugi,RN,10
São Miguel,RN,6
São Miguel do Gostoso,RN,2
São Paulo do Potengi,RN,2
São Pedro,RN,2
São Rafael,RN,10
São Tomé,RN,4
São Vicente,RN,8
Sítio Novo,RN,2
Taboleiro Grande,RN,6
Taipu,RN,2
Tangará,RN,2
Tenente Ananias,RN,6
Tenente Laurentino Cruz,RN,8
Tibau,RN,4
Tibau do Sul,RN,2
Timbaúba dos Batistas,RN,8
Touros,RN,2
Triunfo Potiguar,RN,8
Umarizal,RN,6
Upanema,RN,8
Venha-Ver,RN,4
Vera Cruz,RN,2
Vila Flor,RN,2
Viçosa,RN,6
Várzea,RN,2
Água Nova,RN,6
Alta Floresta D’Oeste,RO,16
Alto Alegre dos Parecis,RO,16
Alto Paraíso,RO,16
Alvorada D’Oeste,RO,16
Ariquemes,RO,14
Buritis,RO,18
Cabixi,RO,14
Cacaulândia,RO,12
Cacoal,RO,12
Campo Novo de Rondônia,RO,16
Candeias do Jamari,RO,18
Castanheiras,RO,14
Cerejeiras,RO,18
Chupinguaia,RO,16
Colorado do Oeste,RO,16
Corumbiara,RO,16
Costa Marques,RO,14
Cujubim,RO,16
Espigão D’Oeste,RO,12
Governador Jorge Teixeira,RO,14
Guajará-Mirim,RO,18
Itapuã do Oeste,RO,16
Jaru,RO,14
Ji-Paraná,RO,16
Machadinho d’Oeste,RO,22
Ministro Andreazza,RO,14
Mirante da Serra,RO,16
Monte Negro,RO,14
Nova Brasilândia d’Oeste,RO,14
Nova Mamoré,RO,18
Nova União,RO,14
Novo Horizonte do Oeste,RO,14
Ouro Preto do Oeste,RO,16
Parecis,RO,14
Pimenta Bueno,RO,14
Pimenteiras do Oeste,RO,16
Porto Velho,RO,18
Presidente Médici,RO,16
Primavera de Rondônia,RO,12
Rio Crespo,RO,14
Rolim de Moura,RO,14
Santa Luzia d’Oeste,RO,16
Seringueiras,RO,14
São Felipe d’Oeste,RO,12
São Francisco do Guaporé,RO,16
São Miguel do Guaporé,RO,16
Teixeirópolis,RO,16
Theobroma,RO,14
Urupá,RO,16
Vale do Anari,RO,14
Vale do Paraíso,RO,14
Vilhena,RO,16
Alto Alegre,RR,10
Amajari,RR,12
Boa Vista,RR,10
Bonfim,RR,10
Cantá,RR,10
Caracaraí,RR,20
Caroebe,RR,14
Iracema,RR,12
Mucajaí,RR,10
Normandia,RR,8
Pacaraima,RR,12
Rorainópolis,RR,20
São João da Baliza,RR,14
São Luiz,RR,14
Uiramutã,RR,8
Aceguá,RS,16
Agudo,RS,18
Ajuricaba,RS,24
Alecrim,RS,24
Alegrete,RS,26
Alegria,RS,20
Almirante Tamandaré do Sul,RS,16
Alpestre,RS,18
Alto Alegre,RS,16
Alto Feliz,RS,14
Alvorada,RS,12
Amaral Ferrador,RS,16
Ametista do Sul,RS,18
André da Rocha,RS,14
Anta Gorda,RS,18
Antônio Prado,RS,14
Arambaré,RS,12
Araricá,RS,14
Aratiba,RS,18
Arroio Grande,RS,16
Arroio do Meio,RS,20
Arroio do Padre,RS,14
Arroio do Sal,RS,14
Arroio do Tigre,RS,18
Arroio dos Ratos,RS,12
Arvorezinha,RS,18
Augusto Pestana,RS,26
Bagé,RS,18
Balneário Pinhal,RS,10
Barra Funda,RS,16
Barra do Guarita,RS,22
Barra do Quaraí,RS,24
Barra do Ribeiro,RS,14
Barra do Rio Azul,RS,18
Barracão,RS,14
Barros Cassal,RS,16
Barão,RS,14
Barão de Cotegipe,RS,18
Barão do Triunfo,RS,14
Benjamin Constant do Sul,RS,16
Bento Gonçalves,RS,16
Boa Vista das Missões,RS,18
Boa Vista do Buricá,RS,20
Boa Vista do Cadeado,RS,26
Boa Vista do Incra,RS,22
Boa Vista do Sul,RS,16
Bom Jesus,RS,12
Bom Princípio,RS,14
Bom Progresso,RS,20
Bom Retiro do Sul,RS,18
Boqueirão do Leão,RS,18
Bossoroca,RS,28
Bozano,RS,26
Braga,RS,20
Brochier,RS,14
Butiá,RS,16
Cacequi,RS,22
Cachoeira do Sul,RS,18
Cachoeirinha,RS,12
Cacique Doble,RS,14
Caibaté,RS,24
Caiçara,RS,22
Camaquã,RS,14
Camargo,RS,18
Cambará do Sul,RS,14
Campestre da Serra,RS,12
Campina das Missões,RS,24
Campinas do Sul,RS,16
Campo Bom,RS,14
Campo Novo,RS,20
Campos Borges,RS,18
Candelária,RS,16
Candiota,RS,14
Canela,RS,12
Canguçu,RS,16
Canoas,RS,14
Canudos do Vale,RS,20
Capela de Santana,RS,14
Capitão,RS,20
Capivari do Sul,RS,10
Capão Bonito do Sul,RS,12
Capão da Canoa,RS,14
Capão do Cipó,RS,28
Capão do Leão,RS,12
Carazinho,RS,18
Caraá,RS,14
Carlos Barbosa,RS,14
Carlos Gomes,RS,16
Casca,RS,20
Caseiros,RS,16
Catuípe,RS,24
Caxias do Sul,RS,14
Caçapava do Sul,RS,20
Centenário,RS,18
Cerrito,RS,14
Cerro Branco,RS,16
Cerro Grande,RS,16
Cerro Grande do Sul,RS,12
Cerro Largo,RS,26
Chapada,RS,16
Charqueadas,RS,14
Charrua,RS,18
Chiapetta,RS,22
Chuvisca,RS,14
Chuí,RS,10
Cidreira,RS,12
Ciríaco,RS,18
Colinas,RS,20
Colorado,RS,16
Condor,RS,22
Constantina,RS,16
Coqueiro Baixo,RS,20
Coqueiros do Sul,RS,18
Coronel Barros,RS,26
Coronel Bicaco,RS,20
Coronel Pilar,RS,16
Cotiporã,RS,16
Coxilha,RS,18
Crissiumal,RS,20
Cristal,RS,14
Cristal do Sul,RS,18
Cruz Alta,RS,26
Cruzaltense,RS,16
Cruzeiro do Sul,RS,20
Cândido Godói,RS,24
David Canabarro,RS,16
Derrubadas,RS,22
Dezesseis de Novembro,RS,24
Dilermando de Aguiar,RS,20
Dois Irmãos,RS,14
Dois Irmãos das Missões,RS,18
Dois Lajeados,RS,18
Dom Feliciano,RS,18
Dom Pedrito,RS,18
Dom Pedro de Alcântara,RS,14
Dona Francisca,RS,18
Doutor Maurício Cardoso,RS,22
Doutor Ricardo,RS,18
Eldorado do Sul,RS,14
Encantado,RS,18
Encruzilhada do Sul,RS,18
Engenho Velho,RS,16
Entre Rios do Sul,RS,16
Entre-Ijuís,RS,26
Erebango,RS,18
Erechim,RS,18
Ernestina,RS,18
Erval Grande,RS,18
Erval Seco,RS,20
Esmeralda,RS,12
Esperança do Sul,RS,22
Espumoso,RS,16
Estação,RS,18
Esteio,RS,14
Estrela,RS,20
Estrela Velha,RS,20
Estância Velha,RS,14
Eugênio de Castro,RS,26
Fagundes Varela,RS,18
Farroupilha,RS,14
Faxinal do Soturno,RS,20
Faxinalzinho,RS,16
Fazenda Vilanova,RS,18
Feliz,RS,14
Flores da Cunha,RS,14
Floriano Peixoto,RS,18
Fontoura Xavier,RS,18
Formigueiro,RS,18
Forquetinha,RS,20
Fortaleza dos Valos,RS,22
Frederico Westphalen,RS,20
Garibaldi,RS,16
Garruchos,RS,30
Gaurama,RS,18
General Câmara,RS,16
Gentil,RS,18
Getúlio Vargas,RS,18
Giruá,RS,24
Glorinha,RS,14
Gramado,RS,14
Gramado Xavier,RS,16
Gramado dos Loureiros,RS,16
Gravataí,RS,14
Guabiju,RS,16
Guaporé,RS,18
Guarani das Missões,RS,24
Guaíba,RS,14
Harmonia,RS,14
Herval,RS,18
Herveiras,RS,16
Horizontina,RS,22
Hulha Negra,RS,16
Humaitá,RS,20
Ibarama,RS,18
Ibiaçá,RS,16
Ibiraiaras,RS,14
Ibirapuitã,RS,16
Ibirubá,RS,20
Igrejinha,RS,14
Ijuí,RS,26
Ilópolis,RS,18
Imbé,RS,14
Imigrante,RS,18
Independência,RS,22
Inhacorá,RS,22
Ipiranga do Sul,RS,18
Ipê,RS,14
Iraí,RS,18
Itaara,RS,22
Itacurubi,RS,28
Itapuca,RS,18
Itaqui,RS,26
Itati,RS,14
Itatiba do Sul,RS,18
Ivorá,RS,22
Ivoti,RS,14
Jaboticaba,RS,16
Jacuizinho,RS,18
Jacutinga,RS,16
Jaguari,RS,24
Jaguarão,RS,18
Jaquirana,RS,12
Jari,RS,26
Joia,RS,26
Júlio de Castilhos,RS,24
Lagoa Bonita do Sul,RS,16
Lagoa Mirim,RS,12
Lagoa Vermelha,RS,14
Lagoa dos Patos,RS,14
Lagoa dos Três Cantos,RS,16
Lagoão,RS,18
Lajeado,RS,20
Lajeado do Bugre,RS,16
Lavras do Sul,RS,20
Liberato Salzano,RS,16
Lindolfo Collor,RS,14
Linha Nova,RS,14
Machadinho,RS,14
Mampituba,RS,14
Manoel Viana,RS,22
Maquiné,RS,14
Maratá,RS,14
Marau,RS,18
Marcelino Ramos,RS,18
Mariana Pimentel,RS,14
Mariano Moro,RS,18
Marques de Souza,RS,20
Mata,RS,24
Mato Castelhano,RS,18
Mato Leitão,RS,20
Mato Queimado,RS,24
Maximiliano de Almeida,RS,16
Maçambará,RS,26
Minas do Leão,RS,16
Miraguaí,RS,20
Montauri,RS,20
Monte Alegre dos Campos,RS,12
Monte Belo do Sul,RS,16
Montenegro,RS,14
Mormaço,RS,14
Morrinhos do Sul,RS,14
Morro Redondo,RS,14
Morro Reuter,RS,14
Mostardas,RS,12
Muitos Capões,RS,12
Muliterno,RS,16
Muçum,RS,18
Nicolau Vergueiro,RS,16
Nonoai,RS,18
Nova Alvorada,RS,20
Nova Araçá,RS,18
Nova Bassano,RS,18
Nova Boa Vista,RS,16
Nova Bréscia,RS,20
Nova Candelária,RS,20
Nova Esperança do Sul,RS,26
Nova Hartz,RS,16
Nova Palma,RS,20
Nova Petrópolis,RS,14
Nova Prata,RS,16
Nova Pádua,RS,14
Nova Ramada,RS,22
Nova Roma do Sul,RS,14
Nova Santa Rita,RS,14
Novo Barreiro,RS,16
Novo Cabrais,RS,16
Novo Hamburgo,RS,14
Novo Machado,RS,24
Novo Tiradentes,RS,16
Novo Xingu,RS,16
Não-Me-Toque,RS,16
Osório,RS,14
Paim Filho,RS,16
Palmares do Sul,RS,10
Palmeira das Missões,RS,20
Palmitinho,RS,22
Panambi,RS,24
Paraí,RS,18
Paraíso do Sul,RS,16
Pareci Novo,RS,14
Parobé,RS,16
Passa Sete,RS,16
Passo Fundo,RS,18
Passo do Sobrado,RS,16
Paulo Bento,RS,16
Paverama,RS,16
Pedras Altas,RS,16
Pedro Osório,RS,16
Pejuçara,RS,24
Pelotas,RS,14
Picada Café,RS,14
Pinhal,RS,16
Pinhal Grande,RS,20
Pinhal da Serra,RS,12
Pinheirinho do Vale,RS,22
Pinheiro Machado,RS,16
Pinto Bandeira,RS,14
Pirapó,RS,26
Piratini,RS,16
Planalto,RS,18
Ponte Preta,RS,16
Pontão,RS,18
Porto Alegre,RS,14
Porto Lucena,RS,24
Porto Mauá,RS,24
Porto Vera Cruz,RS,24
Porto Xavier,RS,24
Portão,RS,14
Pouso Novo,RS,18
Poço das Antas,RS,16
Presidente Lucena,RS,14
Progresso,RS,20
Protásio Alves,RS,14
Putinga,RS,18
Pântano Grande,RS,18
Quaraí,RS,24
Quatro Irmãos,RS,18
Quevedos,RS,22
